"id","vecino_1","vecino_2","vecino_3","vecino_4","vecino_5","dist_vecino_1","dist_vecino_2","dist_vecino_3","dist_vecino_4","dist_vecino_5"
282656,15821,194,17961,245,5654,0.00082610432526268,0.0764324271627077,0.0820488452708604,0.0939930955057127,0.10142751835733
131403,20266,2734,188,2824,79249,0.285858797352587,0.294689176529644,0.294762045610275,0.305711810548966,0.307080593049812
19302,133027,21752,271705,253902,20256,0.00379099024908095,0.176643442809536,0.17880422275123,0.183388787741041,0.18416812164363
22009,32112,23657,51194,21051,28680,0.107391107747532,0.110620092968164,0.11891268359065,0.125803954155258,0.133932928663838
23683,20583,7894,298063,151384,59214,0.111848991128848,0.113735668822126,0.114670509346132,0.116678483037713,0.118077700834808
41056,5628,5847,491,284793,21721,0.0931404485198318,0.121372128918941,0.136297326589857,0.147559554084137,0.148070225446107
40394,291554,43630,16267,856,72053,0.00941367977973062,0.078211795523357,0.0928232659088902,0.0943334327340736,0.0965503416360897
2923,7819,476,9404,258547,7039,0.107988005817572,0.108309260059682,0.113785024308133,0.11416206662854,0.116773305594095
266301,274753,31605,27972,29641,50173,0.0994551175984093,0.103772512562061,0.107321697780299,0.114336225073903,0.115803205540178
21514,1449,23428,19588,264793,30657,0.0901559657596586,0.0927274571483281,0.0946891339050241,0.0954657203192635,0.0966698590205831
148618,19014,19915,2794,21499,21119,0.10990942707724,0.112764745322222,0.113714193637776,0.114406903670652,0.115906138132912
21773,21499,20159,18840,19541,20266,0.13037963570809,0.13790803577677,0.138805937349603,0.14119190321965,0.141650319617851
191056,150994,5654,16327,25840,379,0.0601428504003613,0.0681003595587356,0.0805023632920116,0.0832903563995834,0.0917348379178364
18110,18705,18872,20258,3836,73076,0.162632222271552,0.164089874747307,0.169410067301803,0.170468592876391,0.193815492138963
253852,17313,294122,17627,224,16572,0.108804416449212,0.144819858860924,0.150249130805875,0.15222330283065,0.153092021236159
1040,216522,30754,102,686,299,0.124428544354146,0.17676820320489,0.179256299027488,0.183287269833761,0.190002301251741
230,5357,265,110,21723,62,0.0886702671357336,0.0923639376320243,0.0943941208586958,0.0963807854182476,0.101227330806584
929,259360,21475,21736,18351,16839,0.190437307999694,0.201041948158851,0.202405227241892,0.210354351560264,0.21315820168827
25943,78364,7819,7039,505,476,0.0935739958521633,0.101141886069115,0.10582817731671,0.105842442786642,0.109306315733415
274886,213614,122710,126,687,14288,0.0740360698382634,0.0749737263650593,0.0843493011331205,0.0911200798486796,0.0936953039393053
17931,255688,16438,16982,19365,16908,0.0304889066778129,0.116637003460919,0.128453062336599,0.131465814896642,0.135801606815692
18492,18840,440,20159,19541,18104,0.120054073670462,0.130403884883379,0.131036043479319,0.132172592185044,0.136290534625709
204704,19557,47816,185320,10547,20314,0.0322153880281331,0.0443232851233178,0.0548080524844571,0.0551977741559333,0.0564648506796662
188347,137089,20273,259360,17407,19365,0.0740040765180993,0.0893790465117766,0.109048315412897,0.1227955531172,0.123381430247904
17304,202124,17434,16974,18338,127025,0.0216139771812261,0.0961141661387866,0.0988538612160389,0.118045956439836,0.121138470888983
264728,151294,67280,16330,23,2133,0.0587703899961425,0.0857714037165023,0.0882368767205253,0.0888005309299376,0.0976167235177927
18109,202359,18825,15982,18129,17832,0.0627238526434281,0.077040753476142,0.0784513888612712,0.079143942165608,0.0844504203907762
18467,16283,3482,18119,1580,2683,0.104165950722076,0.12516305675564,0.128317499695403,0.129517062632479,0.134420649350691
4548,47820,28228,254,333,21752,0.125126477024632,0.127896907571052,0.132329686671729,0.142847226472028,0.144623547317515
168946,22474,24432,77117,19588,4268,0.0645601712627778,0.0676240859885747,0.0701867540696336,0.0803586952856545,0.0846440298895788
591,22686,5208,16267,1796,27633,0.0705862101308515,0.0714492124022247,0.0718045494152341,0.0800154407009756,0.0837122008193054
176006,271705,72269,20256,45184,249055,0.100026649918361,0.112454609516478,0.147074566282817,0.148064586390349,0.149734530914519
14634,135421,2835,270459,16597,14515,0.157821794040727,0.181429508423364,0.198209357393948,0.222398054144301,0.228313265984599
20861,20830,14392,22085,18118,394,0.111468394977347,0.115087247059255,0.121974322498019,0.122651681796497,0.129141841691388
51211,32390,16980,18348,15317,2420,0.0899704165045409,0.115176679054446,0.116004296870132,0.116567867603326,0.120189021623783
282509,18341,502,7013,18638,19528,0.098580752825735,0.0989725401539364,0.108112287993798,0.125346128613759,0.1270678417802
20560,24433,20852,24224,6755,25269,0.00600586349440888,0.0990949794039826,0.104020775591751,0.135065647768754,0.136060931264594
225923,15412,437,48388,24212,23155,0.0492376853534694,0.174488905434865,0.223005563163902,0.225713481907548,0.239313247117568
18812,20642,301864,207498,29558,29165,0.0903924867419681,0.107029963910874,0.114745107717065,0.114849697237695,0.1189221120556
20133,15817,15317,20146,354,2780,0.091229672378053,0.0936414018423091,0.0974585656670487,0.0974915618065914,0.107503605558404
10200,23526,23723,2747,23710,58265,0.136571771292235,0.139565877209889,0.143158322100366,0.152958088845615,0.193076122618599
21097,265,107,20032,1174,2573,0.0886667653495248,0.0888325564490035,0.0965724390035635,0.0971674534788422,0.115792105606026
5190,151239,198927,19310,53660,51303,0.0512413334524137,0.0684370958550125,0.0737440952347012,0.0836965846149144,0.084170612776345
20836,17832,20864,151384,7894,571,0.0222667254351404,0.0534275059940896,0.0545705235568999,0.070534398123632,0.0752123737793802
89053,2881,18351,16970,236850,16839,0.0628458259904253,0.124160076542039,0.135103420468372,0.143440318807661,0.144292251334871
18846,21487,124544,447,355,16173,0.0732895379669695,0.12689433449428,0.130971958298362,0.132322643595828,0.147695194829318
3542,4702,126282,264793,315,30657,0.0851673085384769,0.103072847895839,0.106594188573858,0.108751075243235,0.112660601104829
114415,21495,2343,58249,17778,448,0.0861435181795639,0.0936835194111338,0.0969545191327787,0.097099492022178,0.0999843507163088
216211,293024,583,81062,1052,5731,0.0752026075564155,0.0905558773234305,0.0989471875681918,0.103410760304694,0.122683290207526
226077,18840,21994,399,250392,22923,0.118554909509095,0.127441567369009,0.130602196360099,0.138273790614003,0.138314312797462
16900,224115,224073,151294,3553,220048,0.094303961919962,0.0953163242960215,0.0955795435628085,0.09882622144388,0.0992939815768547
22218,175889,284793,271680,189706,2456,0.071017772383056,0.0856860076619235,0.0858134240941818,0.0881817153119571,0.100967016617051
15736,84174,207538,18656,3931,15331,0.00627069424033448,0.0986952009518958,0.101657093635308,0.105278432303999,0.115542677188174
251900,18833,18463,44955,88135,18828,0.0593926368706986,0.108140297360241,0.111727485738791,0.117349550339152,0.120517740713906
1933,242041,31540,4876,48759,23656,0.109770552546281,0.111173204321625,0.120806227815565,0.126820746209513,0.131325653223086
20833,24461,18839,21115,31562,33698,0.0828270612298937,0.107326234657287,0.109679434164171,0.11612015675233,0.118990610840187
18476,16263,16785,25461,16327,16438,0.00199327666622096,0.030379126660006,0.0921394084006338,0.107744109985717,0.123187417832125
135,394,14392,18341,7013,20830,0.0854980508302019,0.0977508387773844,0.105027043948155,0.105245025128238,0.106975508552944
17404,17395,40001,17,141,14391,0.121499018905886,0.123248390563833,0.125239398066946,0.135879421398738,0.147193021428128
16186,26148,36326,47631,431,3071,0.0603145205472649,0.0603181065196669,0.0644159469791747,0.0698276955789066,0.0728143128891931
19040,21122,48259,18858,264271,57746,0.091386599779586,0.152916348142074,0.159211273910568,0.159395007004102,0.165829409057133
269,18104,18701,10680,37,19014,0.102040870893784,0.107783510882784,0.116237382415844,0.13196425127386,0.135050933554955
142,71164,277285,234572,21093,5956,0.0697724497489651,0.0701605896461406,0.0753224182886319,0.0844436815549772,0.0929948191617002
2912,47591,278510,989,516,2668,0.0328301820862294,0.0853079947416619,0.0900383066404009,0.0907753049771076,0.0926880092234136
217367,293024,583,270417,19540,32305,0.051055935191394,0.0790868295651267,0.0816561423065815,0.0850596576702698,0.0882250239682448
15980,3527,2668,63388,516,1413,0.106834394509429,0.112027931371332,0.112795877550477,0.114950571288092,0.11700683323649
18,17407,259360,137089,20273,24023,0.043744288757571,0.108944004429423,0.123141193874345,0.146507125611465,0.14936032788396
787,57769,30743,9568,652,296510,0.0304797246328395,0.075577258111025,0.0807107391599328,0.0920678856647233,0.0955596332449605
6181,132,282327,50438,2683,21516,0.0874654669914337,0.0982632990176556,0.115121806935567,0.115615357889,0.118007032708558
209156,18647,482,10682,2615,44920,0.0751032162121984,0.1209285282525,0.148882218487473,0.15504694576746,0.171504442500073
291,20128,609,79250,20839,20707,0.00744637295768611,0.06147165217004,0.0867833119353926,0.089813849013514,0.0962221277560169
54657,760,20839,323,8734,79250,0.14707695042317,0.153784039168588,0.154905782140576,0.159050771749448,0.162153835230617
18646,22287,2762,213614,4796,16982,0.0953219859818426,0.124895680117365,0.136511701970084,0.160466164212074,0.163033405545133
444,185180,21368,3907,174,11314,0.212348173846037,0.220942236469562,0.247292757929685,0.292751167957983,0.302666067888758
21527,247295,179254,287778,16587,298063,0.0525731126981798,0.0537111095757794,0.0566599746066707,0.0572298125114586,0.0573361105818156
20610,163744,2695,47820,62467,21059,0.0838173122469281,0.0866928270028495,0.0875950383675547,0.0952554416796276,0.0982298676293825
5780,686,80,15671,543,29165,0.0638749604283315,0.122902362464411,0.157772396117374,0.158506024523919,0.159547149477238
21713,24898,175930,192791,276186,168816,0.0208576059090441,0.0472627284167225,0.069937902242399,0.0729960504030682,0.0732430807416085
276323,19316,234794,112804,2501,354,0.0833622059528669,0.119799776464259,0.121766137410198,0.123567330472576,0.126408882933083
5225,22250,22234,213614,291906,255688,0.100796038872218,0.117470628021052,0.15990651604153,0.166296245119703,0.186143232094246
