"customer_id","monto_promedio"
48759,28735.64625
48766,54648.21
48996,48038.175
49035,144269.963333333
49060,122202.366666667
49065,53406.4655555556
49099,20808
49110,37284.9
49366,14025
49372,61997.2871428571
49400,1124.59
49406,43788.4214285714
49717,91396.7725
49757,16950
50173,49491.2733333333
50419,5280
50438,69481.6157142857
50723,30210
50804,45286.1333333333
51194,27059.48
51289,25351.23875
51303,40875.374
51545,68114.20125
51558,45120
51737,50507.975
52644,61144.8457142857
53660,80553.8775
54698,37279.7675
55628,31622.75
56428,41248.76
56443,81945.75
56477,86654.6114285714
57716,68952.47
57720,57911.3911111111
57742,34076.306
57746,26263
57769,15553.4785714286
58249,21972.1
58265,35232.5
58856,66477.6728571429
58906,73196.4
58913,64869.9114285714
58931,25463.5
58955,90118.145
59117,147661.435
59140,143240.01
59171,45376.955
59214,49956.258
59499,94534.0311111111
59510,42353.1328571429
61431,54425.6075
61441,37135.9814285714
61475,11956.85
61499,102124.0325
61503,27052
61513,56799.4
62467,59422.1883333333
62487,54525.98125
62511,60715.63875
62546,73953.9275
62557,45012.974
62562,101992.628571429
63388,30822.56
63394,72501.8271428571
63398,23448.6
63432,27235.8514285714
63457,34195.3433333333
63495,42454.3042857143
64266,57489.1885714286
64305,22844.84
65598,23190.31
65657,30916.11
66399,9008
66546,52497.7466666667
66565,74896.6971428571
66567,107520.51875
66681,16391.8025
67188,79496.66625
67275,76457.51
67280,46725.32
67356,71347.22125
68213,99412.2425
68231,65564.77375
69387,19997.755
69416,41418.36
69452,49955.244
69455,19959.7333333333
69499,59215.9733333333
69500,37487.3157142857
69514,32205.9
69518,65965.1733333333
70314,88977.0171428571
71105,34141.75
71126,41034.8485714286
71164,68019.25375
72053,14824.38
72183,19498.905
72208,33087.14375
72269,52444.832
73076,32387.3333333333
73243,60795.7142857143
73316,20000
74345,53052.8133333333
75485,155124.769
75499,13986.6666666667
75543,101950.837272727
75545,140169.615
75602,112148.21375
77096,115818.038571429
77117,135344.90375
77144,64077.47
77202,24536.8571428571
78201,48014.68
78364,30123.48125
79118,137007.622222222
79249,85413.31
79250,127575.14875
79834,28896.65
79841,69550.0615384615
79903,5256.03
79953,81479.1871428571
80182,35864.7966666667
81062,148260.082857143
81143,10622
82370,15761.255
82851,17880
83098,153376.155
84174,23847.995
84825,47248.9928571429
84856,34549.1075
84901,35557.3
84995,25691.96
85645,128575.701666667
85794,152094.693333333
86280,24165.4742857143
86295,16400.8571428571
86695,47900.6
87369,28159.6666666667
87510,46422.683
87533,69314.7333333333
88135,36148.3333333333
88144,18791.4
88167,13238.15
88178,42806.7883333333
88186,40307.4
88202,41388.9885714286
88286,62859.81
88857,106561.672
88888,16574
89009,40560.9742857143
89053,61290
89065,39055.326
89084,29661.545
89783,29920.71
89917,92677.4642857143
90635,86974.148
94097,35975.2285714286
94950,18427.9
96057,42490.3366666667
96196,22376.52
97239,67743.548
97439,153277.726666667
98481,22374.0272727273
99367,37295.966
99422,18290.315
99426,96792.505
99435,100410.101538462
99452,62778.136
100271,28871
101105,64954.0333333333
101117,52447.8985714286
101129,29893.42
101569,58079.765
101580,82819.9333333333
104152,19401.6
105374,21949
106736,12000
109866,36325.3233333333
111225,32590.6433333333
111235,63130.6583333333
112804,53250.15
114730,36951.3325
116039,87192.03625
116131,14898.2766666667
117805,61927.5766666667
120924,13065.7675
122701,8427.07
122710,70049
124348,78765.38
124544,46056
124572,75598.776
126081,78112.7042857143
126282,53374.0533333333
126373,26734.795
127007,24908.565
127020,33055.8333333333
127025,142865.363571429
128105,44549.2
128187,76603.5377777778
128200,79978.26625
128290,33688.25
130099,52018.6875
130135,16017.2233333333
130157,70555
131403,35850
131708,11348.8
132936,33570.55
133027,110334.912857143
134405,23795.348
134571,51780.7533333333
135421,29983.6333333333
136603,75740.955
136700,138182.736666667
136749,34360.2233333333
136769,33934.63
136886,33512
137089,9760.024
138836,39676.83
141097,12014.13
143356,10812.175
145177,20013.15
146311,15541.475
148618,25061.26
149014,29616.7466666667
150994,147173.475555556
151152,74385.62
151239,15304.5
151294,20699.12
151328,24574.47
151384,111587.740909091
155421,73802.145
157138,27702.7266666667
157188,101974.270909091
157424,19589.534
161272,62431.63
163662,59230.4728571429
163744,27749.75
163837,15780
168648,81889.0644444444
168816,87548.2307692308
168946,19350.345
169007,26450.1
175889,51968.802
175930,22840.3475
176006,61242.214
176133,59213.376
176237,23969.22
176440,27958.46
179254,37254.31
182650,63909.2666666667
184976,67202.573
185180,8750
185311,33809.348
185320,39791.9375
185326,89151.8427272727
188233,43285.085
