"id","lat","lon","geometry","estaciones_servicio_200mts","estaciones_servicio_1000mts","subtes_200mts","subtes_1000mts","id_rc","porc_nbi","hacinamiento","densidad_pob","porc_mujeres","porc_varones","uni_privada_200mts","uni_publica_200mts","uni_privada_1000mts","uni_publica_1000mts","estadios_200mts","estadios_1000mts","river_1500mts","boca_1500mts","clubes_200mts","clubes_1000mts","tienda_mas_cercana","escuelas_cercanas_200m","escuelas_cercanas_1000m","paradas_cercanas_200m","paradas_cercanas_1000m","everdes_cercanos_200m","everdes_cercanos_1000m","hay_bicicleteros_200m","hospitales_cercanos_200m","hospitales_cercanos_1000m","distancia_al_hospital_mas_cercano","parroquias_cercanas_200m","parroquias_cercanas_1000m","comuna","negocios_cercanos_200m","negocios_cercanos_1000m","tiendas_cercanas_200m","supermercados_200m","supermercados_1000m","hipermercado_200m","hipermercado_1000m","autoservicio_200m","autoservicio_1000m","negocios_24hs_cercanos_1000m","negocios_findesemana_200m","mon_open","tue_open","wed_open","thu_open","fri_open","sat_open","sun_open","supermercado_chino","supermercado","producto_1","producto_2","producto_3","producto_4","producto_5","categoria_1","categoria_2","categoria_3","categoria_4","categoria_5"
"bytearray(b'\x12\xeb\xd8Lg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6648117,-58.4700623,"POINT (-58.4700623 -34.6648117)",1,1,0,0,3252,0.20625,3.134375,119569494.714741,0.510468594217348,0.489531405782652,0,0,0,2,0,0,0,0,0,4,93.6274486291983,1,20,5,78,4,31,1,0,0,1771.6015220223,1,2,8,0,3,3,0,0,0,0,0,3,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"7622210964458","7798149110386","7790206009701","77928870","7798128000486",55,197,3187,9,100
"bytearray(b'\x12b\x08Rg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.598648,-58.514478,"POINT (-58.514478 -34.598648)",0,2,0,0,643,0,3.2027027027027,66359015.5226247,0.570675105485232,0.429324894514768,0,0,1,1,0,0,0,0,1,5,114.202617773113,3,33,1,42,3,35,0,0,1,421.704187680411,0,3,11,0,6,1,0,2,0,0,0,4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7790895000997","7790250024002","7790250019589","7790250021971","7790250022459",82,74,72,105,170
"bytearray(b'\x13\xa2U\xa0g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5484738,-58.4549692,"POINT (-58.4549692 -34.5484738)",0,2,0,0,1165,0.0111111111111111,2.42222222222222,3784482.33370978,0.522935779816514,0.477064220183486,0,0,3,0,0,4,1,0,1,6,176.895821638079,0,30,1,25,1,6,0,0,0,1720.28577567098,1,1,13,1,14,1,1,1,0,1,0,12,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790139002879","7798119220183","6546498984989","0","0",9,197,195,0,0
"bytearray(b'\x13\xc7aug\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5869387,-58.4009394,"POINT (-58.4009394 -34.5869387)",0,3,0,2,1763,0.00546448087431694,1.74043715846995,684994724.571557,0.582417582417582,0.417582417582418,0,0,2,0,0,0,0,0,0,0,54.4461081209002,3,42,0,122,0,22,0,0,2,297.589410652025,0,3,2,3,28,7,0,4,0,2,3,22,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790315000446","7791813420118","7791813420521","7790315000439","7791813050117",5,6,0,0,0
"bytearray(b'\x13h\x95\xc92\xa8GT\x95CR\xe3\x01\x02\xae\x1c')",-34.6276984,-58.519949,"POINT (-58.519949 -34.6276984)",0,2,0,0,411,0,2.93,81896047.1767574,0.552901023890785,0.447098976109215,0,0,0,0,0,0,0,0,0,5,215.211424103449,0,17,4,52,0,14,0,0,0,1409.67878449004,0,2,10,0,12,3,0,2,0,1,0,9,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7798119220015","7790315000422","7792170042005","7798119220183","7790895000997",9,4,6,5,197
"bytearray(b'\x14%\x0f\xe7g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5733409,-58.4891678,"POINT (-58.4891678 -34.5733409)",0,2,0,1,775,0.00303030303030303,2.00909090909091,200508986.448974,0.538461538461538,0.461538461538462,0,0,1,0,0,0,0,0,0,2,5.63655497324656,9,42,12,68,1,21,0,0,0,2304.51210420212,1,5,12,3,24,10,1,3,0,1,2,20,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7622210821140","77900883","7790310006894","7790580102517","7790580132446",55,60,190,382,385
"bytearray(b'\x14%\x10\xfcg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5947851,-58.4289265,"POINT (-58.4289265 -34.5947851)",0,3,0,0,1356,0.00543478260869565,2.32880434782609,211992124.57999,0.567094515752625,0.432905484247375,0,0,0,2,0,0,0,0,0,4,30.1525238398847,3,38,10,89,0,6,1,0,0,1727.16656199098,1,3,14,1,34,8,0,4,0,1,1,29,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798012923","0","0","0","0",194,0,0,0,0
"bytearray(b'\x14\x15\x15Gg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.60362334,-58.462647,"POINT (-58.462647 -34.60362334)",1,7,0,0,607,0.0534591194968553,2.37735849056604,196606680.390757,0.55952380952381,0.44047619047619,0,0,0,0,0,0,0,0,0,3,173.741589437758,2,36,3,45,0,5,0,0,1,367.511407281695,0,2,11,1,14,5,0,1,0,2,1,11,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790040377806","7790070318282","7790070318299","7790070318336","7790250096375",172,221,170,50,0
"bytearray(b'\x14\x19\x0b\x06g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6355998,-58.4076455,"POINT (-58.40764550000001 -34.6355998)",0,3,0,3,2408,0.00302114803625377,2.40785498489426,336815758.741233,0.567126725219573,0.432873274780427,0,0,0,1,0,0,0,0,0,2,0,2,50,1,106,0,8,1,0,1,554.101819171631,0,4,4,1,15,9,0,1,0,0,1,13,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"78602731","7792360071518","7793147570743","7793147571238","77980267",55,194,48,5,60
"bytearray(b'\x14\x1d\x0e\xc3g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6093369,-58.4953305,"POINT (-58.49533049999999 -34.6093369)",0,2,0,0,526,0.00824175824175824,2.67032967032967,127924125.464333,0.536008230452675,0.463991769547325,0,0,0,0,0,0,0,0,0,7,49.5789282692516,1,24,0,56,1,6,0,0,0,1393.81467150981,0,1,11,0,16,3,0,2,0,0,0,14,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790380002666","7790380002734","7792860001114","7796073001152","7790380002857",55,217,53,48,54
"bytearray(b'\x14\xf0\xfdAg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6128919,-58.4236228,"POINT (-58.4236228 -34.6128919)",0,5,0,3,2495,0.0547945205479452,2.07945205479452,606668298.414547,0.566534914361001,0.433465085638999,0,0,2,1,0,0,0,0,0,4,8.9303265264474,7,89,4,113,0,6,1,0,1,507.475297836002,0,3,5,2,37,6,0,4,0,2,2,31,3,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895000997","7790093130748","089540468709","5000291020706","5000299609354",197,5,196,193,0
"bytearray(b'\x15\x01\xe9\xdag\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5560459,-58.446737,"POINT (-58.446737 -34.5560459)",0,2,0,0,960,0,2.53790613718412,115569376.098703,0.532005689900427,0.467994310099573,0,0,0,1,0,1,1,0,0,4,30.3479177384745,4,31,4,56,0,12,1,0,1,702.81733007832,1,1,13,1,14,57,0,3,0,1,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"77980212","77980229","77980267","77980274","0",55,0,0,0,0
"bytearray(b'\x15\xb5[\x11g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.544804,-58.472557,"POINT (-58.47255699999999 -34.544804)",0,5,0,0,876,0.00601202404809619,2.14629258517034,192262372.72287,0.555555555555556,0.444444444444444,0,0,0,0,0,0,0,0,0,1,68.3113249868704,0,25,5,88,2,21,1,0,0,2741.75983869485,0,3,12,2,19,5,0,1,0,0,2,18,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895000997","7790895000430","1111112850","155862951433780","17791519000321",5,194,55,156,217
"bytearray(b'\x16\x17\x08\xc5g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6159022,-58.4518445,"POINT (-58.45184450000001 -34.61590220000001)",1,3,0,0,2696,0.00466200466200466,2.45454545454545,219816420.189433,0.546058879392213,0.453941120607787,0,0,1,0,0,2,0,0,0,3,129.359438713646,0,39,3,60,0,4,0,0,0,1693.15557798562,0,1,6,0,17,1,0,3,0,2,0,12,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"77995681","7792798002788","7792798002337","7793147000769","7622300835422",194,55,54,4,5
"bytearray(b'\x16\xb0\xe85g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6090259,-58.3900394,"POINT (-58.3900394 -34.6090259)",0,0,0,6,267,0.0240549828178694,2.28865979381443,372309242.712609,0.513513513513513,0.486486486486487,0,0,12,2,0,0,0,0,0,4,149.637342666673,3,85,16,181,1,5,1,0,0,1904.74909919545,0,3,1,1,41,8,0,6,0,2,1,33,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"77900883","0","0","0","0",385,0,0,0,0
"bytearray(b'\x16\xda\x80\xcbg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.565387,-58.452614,"POINT (-58.452614 -34.56538699999999)",0,3,1,2,1083,0.00277777777777777,2.33888888888889,297026322.124629,0.520190023752969,0.479809976247031,0,0,0,0,0,0,0,0,0,1,135.608823546606,2,39,3,92,0,16,1,0,0,2021.72895979061,0,4,13,2,36,7,1,8,0,1,1,27,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790950202823","7791560000366","8595134503005","8595134502985","0",197,716,0,0,0
"bytearray(b'\x16\xe7\xcfUg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6210158,-58.4186812,"POINT (-58.4186812 -34.6210158)",0,3,0,1,2529,0.103723404255319,2.73936170212766,299297370.802838,0.529126213592233,0.470873786407767,0,0,0,0,0,0,0,0,0,7,121.739076452599,0,66,3,111,0,5,0,0,0,1107.07246221676,0,2,5,2,28,2,0,4,0,1,2,23,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798005888","7792798001712","7792798002344","7792798003761","7793147118822",194,195,9,62,5
"bytearray(b'\x16\xf8V\xc5g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6148316,-58.3877576,"POINT (-58.38775760000001 -34.6148316)",0,2,0,6,67,0.267123287671233,2.1986301369863,140665037.73331,0.510903426791277,0.489096573208723,0,0,4,2,0,0,0,0,0,4,105.153556474049,3,70,7,180,0,14,0,0,0,1276.44334073652,1,3,1,2,38,7,0,3,0,1,2,34,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7793147000936","7793147001827","7793147118884","7792798012923","7792798002337",194,55,5,54,48
"bytearray(b'\x16>4fg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6287823,-58.4338858,"POINT (-58.43388580000001 -34.6287823)",0,5,1,3,3043,0.00851063829787234,2.42127659574468,242343474.980475,0.546572934973638,0.453427065026362,0,0,0,0,0,0,0,0,0,3,82.2802394504352,1,41,9,85,0,4,1,0,1,473.565361611861,0,2,7,2,28,5,0,4,0,0,2,24,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7790250014904","7790250019565","7792710000021","7792798001927","7792798001965",82,194,58,0,0
"bytearray(b'\x16E\xdaEg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.60299,-58.424998,"POINT (-58.424998 -34.60299)",0,5,0,2,2647,0.00567107750472589,2.27977315689981,477940722.131914,0.559701492537313,0.440298507462687,1,0,2,4,0,0,0,0,0,4,79.9550042690359,12,59,7,116,0,7,1,0,0,1070.11503515285,0,2,5,2,37,9,1,4,0,2,1,31,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790206006106","77916433","77918482","77940315","0",55,385,0,0,0
"bytearray(b'\x17\x8b\x8dcg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.587227,-58.4519482,"POINT (-58.4519482 -34.587227)",0,2,0,2,1539,0.0879120879120879,2.90934065934066,210395660.827031,0.568460812086874,0.431539187913126,0,0,0,0,0,0,0,0,0,1,0,2,39,12,135,1,18,0,0,0,2131.82102365526,0,3,15,1,19,9,0,0,0,1,1,18,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7791843008294","7790290001193","7792798003761","7793147009175","755935314348782",195,194,197,9,5
"bytearray(b'\x17\x9b\x94\x06g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.604315,-58.457922,"POINT (-58.45792199999999 -34.604315)",0,5,0,0,1600,0.00930232558139534,2.41162790697674,240628607.128666,0.53519768563163,0.46480231436837,0,0,0,0,0,0,0,0,0,3,56.2673279644404,1,32,9,49,0,2,0,0,1,293.954522152548,0,2,15,3,13,5,1,1,0,2,2,10,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"7790380002734","7790380002666","7793147009175","7793147118884","7793147571085",194,55,5,1683,3
"bytearray(b'\x17\x9b\x99Vg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.601033,-58.3915295,"POINT (-58.3915295 -34.601033)",0,1,0,5,258,0.0423728813559322,2.14830508474576,249561039.798942,0.532544378698225,0.467455621301775,3,0,23,5,0,0,0,0,0,4,80.3899726584056,11,116,9,175,0,13,1,0,0,2416.40741411034,0,5,1,1,44,11,0,9,0,1,1,34,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798010349","7791540049347","7792798011117","7793147570606","7792795002405",194,195,703,197,0
"bytearray(b'\x18\x81\xc9\xafg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5856573,-58.4497163,"POINT (-58.44971630000001 -34.5856573)",0,3,0,2,1560,0.0157068062827225,2.8586387434555,178946222.37349,0.547619047619048,0.452380952380952,0,0,0,0,0,0,0,0,0,1,205.089205737059,2,49,2,145,0,19,0,0,0,2391.68526515542,0,3,15,0,22,2,0,1,0,1,0,20,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895000997","7790895000904","0","0","0",3187,0,0,0,0
"bytearray(b'\x18\xf3\x18\xe0Q\x9cMy\xa5\x91c\xbb\xe6\x0f\x98\xda')",-34.6283917,-58.4168992,"POINT (-58.4168992 -34.6283917)",0,0,0,2,2594,0.0385756676557863,2.12759643916914,143666566.78459,0.555090655509066,0.444909344490934,0,0,0,0,0,0,0,0,2,7,10.1355881128111,0,32,1,90,1,3,0,0,0,1663.09635036504,0,1,5,0,18,3,0,0,0,1,0,17,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7793147118884","7791813777304","combosnacks","7798119220015","7798119220183",194,3187,1683,9,0
"bytearray(b'\x18\xff\x9c\x1dg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5534202,-58.4648902,"POINT (-58.46489019999999 -34.5534202)",0,3,0,1,1193,0.0122324159021407,2.37614678899083,240197479.592497,0.546975546975547,0.453024453024453,0,0,0,0,0,0,0,0,0,1,115.445967466605,2,41,6,65,0,8,1,0,0,1716.56243733602,0,2,13,2,32,12,1,3,0,0,1,29,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7792798002337","7790070507112","7790387015225","7792540260145","7790290101602",58,194,32,214,197
"bytearray(b'\x18N\x81\xb5g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5976569,-58.4170242,"POINT (-58.4170242 -34.5976569)",0,3,0,1,1368,0.00432900432900432,1.92640692640693,553014318.89688,0.566292134831461,0.433707865168539,2,0,3,3,0,0,0,0,1,4,40.9302170685386,2,55,7,98,0,6,1,0,1,723.669336711336,0,3,14,2,37,6,0,5,0,3,2,29,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798001774","0","0","0","0",194,0,0,0,0
"bytearray(b'\x18Y\xa6ng\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6484571,-58.4615008,"POINT (-58.4615008 -34.6484571)",1,4,0,1,2956,0.0666666666666667,3.05777777777778,15594349.8543864,0.505813953488372,0.494186046511628,0,0,0,0,0,0,0,0,0,6,4.2487764745243,0,11,1,76,0,46,0,0,0,1028.0519721266,0,0,7,0,7,4,0,0,0,0,0,7,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"7791813050117","7792798005888","77980229","7791813420118","7790895000836",5,194,55,6,3187
"bytearray(b'\x19rP\xcbg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.609742,-58.488322,"POINT (-58.488322 -34.609742)",0,3,0,0,517,0.0119047619047619,2.51785714285714,171177529.1445,0.534278959810875,0.465721040189125,0,0,0,0,0,0,0,0,0,4,57.1948229941636,2,30,5,61,0,6,0,0,0,1899.98145301608,0,1,11,0,15,2,0,2,0,0,0,13,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7506306241183","7613035067837","7790520014177","7793253001674","7793940328008",60,93,96,97,98
"bytearray(b'\x1a\'o\xf5g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6140922,-58.4947394,"POINT (-58.4947394 -34.6140922)",0,1,0,0,532,0.0028735632183908,2.36925287356322,297940005.043449,0.554275318374773,0.445724681625227,0,0,0,0,0,1,0,0,0,8,171.25901688204,3,25,2,44,1,7,1,0,1,977.957446148909,0,2,11,2,14,3,0,0,0,1,2,13,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"77980212","7792798001293","7790895000782","7790407022011","7790895067532",55,5,4,194,3
"bytearray(b'\x1a\xa7\x99Jg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6312277,-58.404721,"POINT (-58.404721 -34.6312277)",0,3,0,3,2424,0.167192429022082,2.90220820189274,172969559.576105,0.546739130434783,0.453260869565217,0,0,0,0,0,0,0,0,0,5,121.614712857645,1,45,2,105,0,8,1,0,1,537.693895769539,0,3,4,1,20,2,0,1,0,1,1,17,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7798119220015","187035528043848","47790000080263","7792798002207","7793147570606",9,194,5,55,197
"bytearray(b'\x1a`\xf3\x9dg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6275474,-58.443313,"POINT (-58.443313 -34.6275474)",0,4,0,3,2745,0.00224719101123595,2.15505617977528,714843155.220288,0.543274244004171,0.456725755995829,0,0,0,1,0,0,0,0,0,2,293.26396212494,3,47,4,86,0,6,1,0,0,1246.26682205988,0,3,6,1,24,0,0,8,0,1,1,15,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7791203000517","7798074860240","0","0","0",195,197,0,0,0
"bytearray(b'\x1b/#\x8d\x91kCy\xb9\x9e\xe1\xd8uWZ\x97')",-34.5738329,-58.4774295,"POINT (-58.4774295 -34.5738329)",0,2,0,1,738,0.00196463654223968,2.37524557956778,298497880.639175,0.527708850289495,0.472291149710505,0,0,0,1,0,0,0,0,0,0,165.108542791762,1,32,0,83,0,15,0,0,0,1381.68501926721,0,3,12,0,24,3,0,5,0,0,0,19,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"7792798001293","0","0","0","0",194,0,0,0,0
"bytearray(b'\x1b\xa8\xec\xf2g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6105337,-58.4260699,"POINT (-58.4260699 -34.6105337)",0,5,0,2,2482,0.0126984126984127,2.37142857142857,204836076.937466,0.532797858099063,0.467202141900937,0,0,2,2,0,0,0,0,0,4,141.441043001156,4,76,0,98,0,7,0,0,2,582.263168319915,0,2,5,0,34,3,0,6,0,2,0,26,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798012923","779254026013","7790040932708","755935314348782","7792798001927",194,32,53,9,195
"bytearray(b'\x1b\xbaIpg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5682964,-58.4458568,"POINT (-58.4458568 -34.5682964)",0,3,0,2,1235,0.005,2.155,505286751.465823,0.564965197215777,0.435034802784223,0,0,3,1,0,0,0,0,0,2,180.189217037616,0,43,5,64,1,9,0,0,0,2020.56896135999,0,4,14,2,27,2,1,5,0,2,1,20,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7798119220015","7792798001323","7793147118822","5553232225000","7622300864934",194,5,9,55,4
"bytearray(b'\x1b\xe5\xc8\x9c\x14\x14E\xf3\xbd\x9d""\x99.\xd4\xc9\xeb')",-34.6251531,-58.4658291,"POINT (-58.46582909999999 -34.6251531)",0,4,0,2,3096,0.238683127572016,2.59670781893004,361274943.945251,0.5229793977813,0.4770206022187,0,0,1,0,0,0,0,0,0,2,0,3,50,4,96,0,3,0,0,1,429.934109744975,0,3,7,1,20,9,0,3,0,0,1,17,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7791540045042","7792798001293","7790895007217","7790950202823",194,5,195,197,4
"bytearray(b'\x1b}\xa2\xfcg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6136,-58.380236,"POINT (-58.380236 -34.6136)",0,4,1,10,37,0.219251336898396,2.48128342245989,96798000.8847753,0.5,0.5,1,0,6,1,0,0,0,0,0,7,54.8482162373868,0,72,7,136,1,21,0,0,0,1972.04282656264,0,5,1,1,34,4,0,4,0,0,1,30,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"77939234","77980229","77903860","7795735000328","77905741",55,48,53,194,52
"bytearray(b'\x1bf""\x9ag\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6084631,-58.4259257,"POINT (-58.42592569999999 -34.60846310000001)",0,4,0,3,2654,0.106598984771574,2.30710659898477,215265962.382912,0.567656765676568,0.432343234323432,1,0,3,3,0,0,0,0,0,4,68.7836882368077,2,86,3,114,0,10,0,0,2,837.245595651268,0,2,5,1,34,4,0,4,0,2,1,28,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790206009008","47790000080270","7790580603809","7790895000782","7790036000572",5,3187,55,51,4
"bytearray(b'\x1c\x96l\x16\xbc\x1cL]\xb4\xb13?+\xb9^/')",-34.617592,-58.462836,"POINT (-58.462836 -34.617592)",0,4,0,0,3081,0.0114678899082569,2.69266055045872,254800279.866356,0.531516183986371,0.468483816013629,0,0,0,0,0,0,0,0,0,2,59.7476437467267,0,40,3,71,0,2,0,0,0,1158.68570793367,0,1,7,0,15,4,0,0,0,3,0,12,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7793147009175","0","0","0","0",194,0,0,0,0
"bytearray(b'\x1c\xa5\xe0\xb4g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5801159,-58.4891128,"POINT (-58.48911279999999 -34.5801159)",0,2,0,2,772,0.0164835164835165,2.57692307692308,253186142.534588,0.563965884861407,0.436034115138593,0,0,1,0,0,0,0,0,0,2,183.705937098803,2,38,0,65,0,17,0,0,0,2233.74524579359,1,3,12,1,20,3,0,3,0,1,1,16,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"77980212","7790380002734","7793147009175","7793360005084","7793147570743",194,55,5,195,62
"bytearray(b'\x1c\xbfI\x04g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6372299,-58.498928,"POINT (-58.498928 -34.63722989999999)",0,3,0,0,347,0.0666666666666667,2.33777777777778,132224266.699686,0.517110266159696,0.482889733840304,0,0,0,0,0,0,0,0,0,5,37.536276361803,3,17,10,54,0,21,0,0,0,1877.25609009546,1,3,10,3,14,6,0,1,0,0,3,13,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790380002857","77980212","7798149110409","7794612123778","77980229",55,194,4,9,48
"bytearray(b'\x1c\xbfN\xefg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6284519,-58.4169534,"POINT (-58.4169534 -34.6284519)",0,0,0,2,2594,0.0385756676557863,2.12759643916914,143666566.78459,0.555090655509066,0.444909344490934,0,0,0,0,0,0,0,0,2,7,10.1355881128111,0,32,1,91,1,3,0,0,0,1673.14953941833,0,1,5,0,18,3,0,0,0,1,0,17,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798003761","7798119220183","0","0","0",194,9,0,0,0
"bytearray(b'\x1c\xc8Q\x1e)\xdfD\x8c\x84@\x121\x91\x10\xf2\xa4')",-34.6525061,-58.5189951,"POINT (-58.51899510000001 -34.65250609999999)",0,4,0,0,3413,0.01953125,2.76171875,102161309.837286,0.516265912305516,0.483734087694484,0,0,0,0,0,0,0,0,0,3,0,1,14,4,35,1,21,0,0,1,584.941858741434,1,4,9,1,12,2,0,1,0,0,1,11,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7790895000997","0","0","0","0",5,0,0,0,0
"bytearray(b'\x1c\xf2\xda\xa5K\x96A\x99\x80e,\x10S5\xef\xd7')",-34.6223005,-58.4824035,"POINT (-58.4824035 -34.6223005)",0,0,0,0,561,0.0217391304347826,2.6304347826087,132500954.677067,0.517119244391972,0.482880755608028,0,0,0,0,0,0,0,0,0,4,155.592407238739,0,25,2,67,0,2,0,0,0,1458.29251091522,0,1,11,1,9,3,0,2,0,0,1,7,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7793147009199","7798119220015","0","0","0",194,9,0,0,0
